V.	PROPN	Abbr=Yes
v.	PROPN	Abbr=Yes
W.	PROPN	Abbr=Yes
w	SYM	Abbr=Yes
v1	SYM	Abbr=Yes
w1	SYM	Abbr=Yes
w1-w4	SYM	Abbr=Yes
w2	SYM	Abbr=Yes
w3	SYM	Abbr=Yes
w4	SYM	Abbr=Yes
w5	SYM	Abbr=Yes
w5-w6	SYM	Abbr=Yes
V6	SYM	Abbr=Yes
w6	SYM	Abbr=Yes
w7	SYM	Abbr=Yes
w8	SYM	Abbr=Yes
w8-w9	SYM	Abbr=Yes
w9	SYM	Abbr=Yes
va	ADV	Abbr=Yes
v.a	ADV	Abbr=Yes
v.a.	ADV	Abbr=Yes
van 	ADJ	Abbr=Yes
VAS	PROPN	Abbr=Yes
WC	NOUN	Abbr=Yes
VD	PROPN	Abbr=Yes
We	X	Abbr=Yes
versus	X	Abbr=Yes
WHO	PROPN	Abbr=Yes
VHS	PROPN	Abbr=Yes
wi	SYM	Abbr=Yes
VIA	PROPN	Abbr=Yes
WiFi	NOUN	Abbr=Yes
VIII N	ord	Abbr=Yes
VK	PROPN	Abbr=Yes
VKE	PROPN	Abbr=Yes
VKKF	PROPN	Abbr=Yes
VLA	PROPN	Abbr=Yes
WLAN	PROPN	Abbr=Yes
WLAN/GPRS	PROPN	Abbr=Yes
VLDL	PROPN	Abbr=Yes
VLT	PROPN	Abbr=Yes
VMA	PROPN	Abbr=Yes
VMAC	PROPN	Abbr=Yes
WMO	PROPN	Abbr=Yes
vms	ADV	Abbr=Yes
vmt	ADV	Abbr=Yes
VPRO	PROPN	Abbr=Yes
VR	PROPN	Abbr=Yes
vrd	VERB	Abbr=Yes
Vt	VERB	Abbr=Yes
vt	VERB	Abbr=Yes
WTO	PROPN	Abbr=Yes
VW	PROPN	Abbr=Yes
VVK	PROPN	Abbr=Yes
WWW	PROPN	Abbr=Yes
www.postimees.ee/utiliidid	SYM	Abbr=Yes
vä	ADV	Abbr=Yes
ÕO	PROPN	Abbr=Yes
ÕS	PROPN	Abbr=Yes
ÜRO	PROPN	Abbr=Yes
ÜVO	PROPN	Abbr=Yes
x	SYM	Abbr=Yes
X[4%	SYM	Abbr=Yes
XL	PROPN	Abbr=Yes
XM	PROPN	Abbr=Yes
XML	PROPN	Abbr=Yes
XMM	PROPN	Abbr=Yes
XP	PROPN	Abbr=Yes
Xu	PROPN	Abbr=Yes
XX N	ord	Abbr=Yes
XXY	SYM	Abbr=Yes
XXY[92	SYM	Abbr=Yes
XY	SYM	Abbr=Yes
XY[22	SYM	Abbr=Yes
XY[59%	SYM	Abbr=Yes
XY[7	SYM	Abbr=Yes
Y	SYM	Abbr=Yes
y	X	Abbr=Yes
YLE	PROPN	Abbr=Yes
Yqh+	SYM	Abbr=Yes
ω	SYM	Abbr=Yes
